#,Date-Time (EDT),Ch: 1 - Temperature   (°C ),Button Down,Button Up,End of File
1,06/28/2022 10:43:24,24.890,,,
2,06/28/2022 10:43:39,,Logged,Logged,
3,06/28/2022 10:43:40,,Logged,,
4,06/28/2022 10:43:41,,,Logged,
5,06/28/2022 10:48:24,25.920,,,
6,06/28/2022 10:53:24,26.006,,,
7,06/28/2022 10:58:24,25.952,,,
8,06/28/2022 11:03:24,26.274,,,
9,06/28/2022 11:08:24,28.955,,,
10,06/28/2022 11:13:24,28.269,,,
11,06/28/2022 11:18:24,27.046,,,
12,06/28/2022 11:23:24,26.124,,,
13,06/28/2022 11:28:24,25.394,,,
14,06/28/2022 11:33:24,24.804,,,
15,06/28/2022 11:38:24,24.300,,,
16,06/28/2022 11:43:24,23.839,,,
17,06/28/2022 11:48:24,23.453,,,
18,06/28/2022 11:53:24,23.121,,,
19,06/28/2022 11:58:24,22.831,,,
20,06/28/2022 12:03:24,22.574,,,
21,06/28/2022 12:08:24,22.348,,,
22,06/28/2022 12:13:24,22.145,,,
23,06/28/2022 12:18:24,21.984,,,
24,06/28/2022 12:23:24,21.801,,,
25,06/28/2022 12:28:24,21.716,,,
26,06/28/2022 12:33:24,21.619,,,
27,06/28/2022 12:38:24,21.555,,,
28,06/28/2022 12:43:24,21.480,,,
29,06/28/2022 12:48:24,21.405,,,
30,06/28/2022 12:53:24,21.383,,,
31,06/28/2022 12:58:24,21.362,,,
32,06/28/2022 13:03:24,21.308,,,
33,06/28/2022 13:08:24,21.287,,,
34,06/28/2022 13:13:24,21.233,,,
35,06/28/2022 13:18:24,21.211,,,
36,06/28/2022 13:23:24,21.169,,,
37,06/28/2022 13:28:24,21.158,,,
38,06/28/2022 13:33:24,21.115,,,
39,06/28/2022 13:38:24,21.083,,,
40,06/28/2022 13:43:24,21.051,,,
41,06/28/2022 13:48:24,21.061,,,
42,06/28/2022 13:53:24,20.997,,,
43,06/28/2022 13:58:24,20.986,,,
44,06/28/2022 14:03:24,20.965,,,
45,06/28/2022 14:08:24,20.933,,,
46,06/28/2022 14:13:24,20.911,,,
47,06/28/2022 14:18:24,20.900,,,
48,06/28/2022 14:23:24,20.868,,,
49,06/28/2022 14:28:24,20.868,,,
50,06/28/2022 14:33:24,20.836,,,
51,06/28/2022 14:38:24,20.815,,,
52,06/28/2022 14:43:24,20.804,,,
53,06/28/2022 14:48:24,20.772,,,
54,06/28/2022 14:53:24,20.761,,,
55,06/28/2022 14:58:24,20.750,,,
56,06/28/2022 15:03:24,20.750,,,
57,06/28/2022 15:08:24,20.707,,,
58,06/28/2022 15:13:24,20.707,,,
59,06/28/2022 15:18:24,20.707,,,
60,06/28/2022 15:23:24,20.697,,,
61,06/28/2022 15:28:24,20.675,,,
62,06/28/2022 15:33:24,20.729,,,
63,06/28/2022 15:38:24,20.911,,,
64,06/28/2022 15:43:24,21.158,,,
65,06/28/2022 15:48:24,21.405,,,
66,06/28/2022 15:53:24,21.662,,,
67,06/28/2022 15:58:24,21.930,,,
68,06/28/2022 16:03:24,22.209,,,
69,06/28/2022 16:08:24,22.574,,,
70,06/28/2022 16:13:24,22.917,,,
71,06/28/2022 16:18:24,23.206,,,
72,06/28/2022 16:23:24,23.432,,,
73,06/28/2022 16:28:24,23.646,,,
74,06/28/2022 16:33:24,23.839,,,
75,06/28/2022 16:38:24,23.979,,,
76,06/28/2022 16:43:24,24.086,,,
77,06/28/2022 16:48:24,24.118,,,
78,06/28/2022 16:53:24,24.150,,,
79,06/28/2022 16:58:24,24.139,,,
80,06/28/2022 17:03:24,24.182,,,
81,06/28/2022 17:08:24,24.193,,,
82,06/28/2022 17:13:24,24.268,,,
83,06/28/2022 17:18:24,24.332,,,
84,06/28/2022 17:23:24,24.429,,,
85,06/28/2022 17:28:24,24.547,,,
86,06/28/2022 17:33:24,24.633,,,
87,06/28/2022 17:38:24,24.794,,,
88,06/28/2022 17:43:24,24.933,,,
89,06/28/2022 17:48:24,25.030,,,
90,06/28/2022 17:53:24,25.137,,,
91,06/28/2022 17:58:24,25.287,,,
92,06/28/2022 18:03:24,25.416,,,
93,06/28/2022 18:08:24,25.512,,,
94,06/28/2022 18:13:24,25.652,,,
95,06/28/2022 18:18:24,25.748,,,
96,06/28/2022 18:23:24,25.909,,,
97,06/28/2022 18:28:24,26.027,,,
98,06/28/2022 18:33:24,26.113,,,
99,06/28/2022 18:38:24,26.166,,,
100,06/28/2022 18:43:24,26.166,,,
101,06/28/2022 18:48:24,26.048,,,
102,06/28/2022 18:53:24,25.813,,,
103,06/28/2022 18:58:24,25.544,,,
104,06/28/2022 19:03:24,25.233,,,
105,06/28/2022 19:08:24,24.933,,,
106,06/28/2022 19:13:24,24.644,,,
107,06/28/2022 19:18:24,24.365,,,
108,06/28/2022 19:23:24,24.107,,,
109,06/28/2022 19:28:24,23.871,,,
110,06/28/2022 19:33:24,23.689,,,
111,06/28/2022 19:38:24,23.517,,,
112,06/28/2022 19:43:24,23.281,,,
113,06/28/2022 19:48:24,23.078,,,
114,06/28/2022 19:53:24,22.863,,,
115,06/28/2022 19:58:24,22.670,,,
116,06/28/2022 20:03:24,22.541,,,
117,06/28/2022 20:08:24,22.413,,,
118,06/28/2022 20:13:24,22.273,,,
119,06/28/2022 20:18:24,22.187,,,
120,06/28/2022 20:23:24,22.102,,,
121,06/28/2022 20:28:24,22.027,,,
122,06/28/2022 20:33:24,21.962,,,
123,06/28/2022 20:38:24,21.876,,,
124,06/28/2022 20:43:24,21.834,,,
125,06/28/2022 20:48:24,21.758,,,
126,06/28/2022 20:53:24,21.705,,,
127,06/28/2022 20:58:24,21.673,,,
128,06/28/2022 21:03:24,21.630,,,
129,06/28/2022 21:08:24,21.587,,,
130,06/28/2022 21:13:24,21.565,,,
131,06/28/2022 21:18:24,21.522,,,
132,06/28/2022 21:23:24,21.512,,,
133,06/28/2022 21:28:24,21.469,,,
134,06/28/2022 21:33:24,21.437,,,
135,06/28/2022 21:38:24,21.426,,,
136,06/28/2022 21:43:24,21.394,,,
137,06/28/2022 21:48:24,21.383,,,
138,06/28/2022 21:53:24,21.362,,,
139,06/28/2022 21:58:24,21.329,,,
140,06/28/2022 22:03:24,21.276,,,
141,06/28/2022 22:08:24,21.244,,,
142,06/28/2022 22:13:24,21.179,,,
143,06/28/2022 22:18:24,21.158,,,
144,06/28/2022 22:23:24,21.093,,,
145,06/28/2022 22:28:24,21.051,,,
146,06/28/2022 22:33:24,20.997,,,
147,06/28/2022 22:38:24,21.008,,,
148,06/28/2022 22:43:24,20.922,,,
149,06/28/2022 22:48:24,20.922,,,
150,06/28/2022 22:53:24,20.868,,,
151,06/28/2022 22:58:24,20.858,,,
152,06/28/2022 23:03:24,20.825,,,
153,06/28/2022 23:08:24,20.793,,,
154,06/28/2022 23:13:24,20.761,,,
155,06/28/2022 23:18:24,20.761,,,
156,06/28/2022 23:23:24,20.729,,,
157,06/28/2022 23:28:24,20.697,,,
158,06/28/2022 23:33:24,20.686,,,
159,06/28/2022 23:38:24,20.675,,,
160,06/28/2022 23:43:24,20.643,,,
161,06/28/2022 23:48:24,20.654,,,
162,06/28/2022 23:53:24,20.654,,,
163,06/28/2022 23:58:24,20.643,,,
164,06/29/2022 00:03:24,20.632,,,
165,06/29/2022 00:08:24,20.643,,,
166,06/29/2022 00:13:24,20.643,,,
167,06/29/2022 00:18:24,20.643,,,
168,06/29/2022 00:23:24,20.654,,,
169,06/29/2022 00:28:24,20.632,,,
170,06/29/2022 00:33:24,20.654,,,
171,06/29/2022 00:38:24,20.643,,,
172,06/29/2022 00:43:24,20.654,,,
173,06/29/2022 00:48:24,20.654,,,
174,06/29/2022 00:53:24,20.654,,,
175,06/29/2022 00:58:24,20.654,,,
176,06/29/2022 01:03:24,20.643,,,
177,06/29/2022 01:08:24,20.664,,,
178,06/29/2022 01:13:24,20.664,,,
179,06/29/2022 01:18:24,20.664,,,
180,06/29/2022 01:23:24,20.654,,,
181,06/29/2022 01:28:24,20.622,,,
182,06/29/2022 01:33:24,20.643,,,
183,06/29/2022 01:38:24,20.632,,,
184,06/29/2022 01:43:24,20.643,,,
185,06/29/2022 01:48:24,20.632,,,
186,06/29/2022 01:53:24,20.643,,,
187,06/29/2022 01:58:24,20.611,,,
188,06/29/2022 02:03:24,20.611,,,
189,06/29/2022 02:08:24,20.611,,,
190,06/29/2022 02:13:24,20.611,,,
191,06/29/2022 02:18:24,20.579,,,
192,06/29/2022 02:23:24,20.589,,,
193,06/29/2022 02:28:24,20.579,,,
194,06/29/2022 02:33:24,20.557,,,
195,06/29/2022 02:38:24,20.547,,,
196,06/29/2022 02:43:24,20.536,,,
197,06/29/2022 02:48:24,20.525,,,
198,06/29/2022 02:53:24,20.525,,,
199,06/29/2022 02:58:24,20.536,,,
200,06/29/2022 03:03:24,20.504,,,
201,06/29/2022 03:08:24,20.514,,,
202,06/29/2022 03:13:24,20.525,,,
203,06/29/2022 03:18:24,20.493,,,
204,06/29/2022 03:23:24,20.514,,,
205,06/29/2022 03:28:24,20.493,,,
206,06/29/2022 03:33:24,20.504,,,
207,06/29/2022 03:38:24,20.504,,,
208,06/29/2022 03:43:24,20.493,,,
209,06/29/2022 03:48:24,20.471,,,
210,06/29/2022 03:53:24,20.439,,,
211,06/29/2022 03:58:24,20.471,,,
212,06/29/2022 04:03:24,20.450,,,
213,06/29/2022 04:08:24,20.450,,,
214,06/29/2022 04:13:24,20.429,,,
215,06/29/2022 04:18:24,20.429,,,
216,06/29/2022 04:23:24,20.407,,,
217,06/29/2022 04:28:24,20.396,,,
218,06/29/2022 04:33:24,20.375,,,
219,06/29/2022 04:38:24,20.396,,,
220,06/29/2022 04:43:24,20.343,,,
221,06/29/2022 04:48:24,20.375,,,
222,06/29/2022 04:53:24,20.321,,,
223,06/29/2022 04:58:24,20.311,,,
224,06/29/2022 05:03:24,20.278,,,
225,06/29/2022 05:08:24,20.171,,,
226,06/29/2022 05:13:24,20.053,,,
227,06/29/2022 05:18:24,19.871,,,
228,06/29/2022 05:23:24,19.699,,,
229,06/29/2022 05:28:24,19.495,,,
230,06/29/2022 05:33:24,19.335,,,
231,06/29/2022 05:38:24,19.184,,,
232,06/29/2022 05:43:24,19.013,,,
233,06/29/2022 05:48:24,18.884,,,
234,06/29/2022 05:53:24,18.777,,,
235,06/29/2022 05:58:24,18.659,,,
236,06/29/2022 06:03:24,18.573,,,
237,06/29/2022 06:08:24,18.498,,,
238,06/29/2022 06:13:24,18.444,,,
239,06/29/2022 06:18:24,18.369,,,
240,06/29/2022 06:23:24,18.326,,,
241,06/29/2022 06:28:24,18.273,,,
242,06/29/2022 06:33:24,18.208,,,
243,06/29/2022 06:38:24,18.155,,,
244,06/29/2022 06:43:24,18.133,,,
245,06/29/2022 06:48:24,18.155,,,
246,06/29/2022 06:53:24,18.273,,,
247,06/29/2022 06:58:24,18.423,,,
248,06/29/2022 07:03:24,18.562,,,
249,06/29/2022 07:08:24,18.755,,,
250,06/29/2022 07:13:24,18.927,,,
251,06/29/2022 07:18:24,19.077,,,
252,06/29/2022 07:23:24,19.217,,,
253,06/29/2022 07:28:24,19.377,,,
254,06/29/2022 07:33:24,19.517,,,
255,06/29/2022 07:38:24,19.613,,,
256,06/29/2022 07:43:24,19.731,,,
257,06/29/2022 07:48:24,19.849,,,
258,06/29/2022 07:53:24,19.946,,,
259,06/29/2022 07:58:24,20.021,,,
260,06/29/2022 08:03:24,20.085,,,
261,06/29/2022 08:08:24,20.150,,,
262,06/29/2022 08:13:24,20.203,,,
263,06/29/2022 08:18:24,20.225,,,
264,06/29/2022 08:23:24,20.246,,,
265,06/29/2022 08:28:24,20.278,,,
266,06/29/2022 08:33:24,20.278,,,
267,06/29/2022 08:38:24,20.300,,,
268,06/29/2022 08:43:24,20.300,,,
269,06/29/2022 08:48:24,20.343,,,
270,06/29/2022 08:53:24,20.343,,,
271,06/29/2022 08:58:24,20.343,,,
272,06/29/2022 09:03:24,20.332,,,
273,06/29/2022 09:08:24,20.375,,,
274,06/29/2022 09:13:24,20.386,,,
275,06/29/2022 09:18:24,20.396,,,
276,06/29/2022 09:23:24,20.418,,,
277,06/29/2022 09:28:24,20.439,,,
278,06/29/2022 09:33:24,20.429,,,
279,06/29/2022 09:38:24,20.482,,,
280,06/29/2022 09:43:24,20.482,,,
281,06/29/2022 09:48:24,20.493,,,
282,06/29/2022 09:53:24,20.504,,,
283,06/29/2022 09:58:24,20.504,,,
284,06/29/2022 10:03:24,20.536,,,
285,06/29/2022 10:08:24,20.525,,,
286,06/29/2022 10:13:24,20.579,,,
287,06/29/2022 10:18:24,20.568,,,
288,06/29/2022 10:23:24,20.579,,,
289,06/29/2022 10:28:24,20.589,,,
290,06/29/2022 10:33:24,20.643,,,
291,06/29/2022 10:38:24,20.622,,,
292,06/29/2022 10:43:24,20.643,,,
293,06/29/2022 10:48:24,20.686,,,
294,06/29/2022 10:53:24,20.750,,,
295,06/29/2022 10:58:24,20.825,,,
296,06/29/2022 11:03:24,20.922,,,
297,06/29/2022 11:08:24,20.965,,,
298,06/29/2022 11:13:24,21.018,,,
299,06/29/2022 11:18:24,21.061,,,
300,06/29/2022 11:23:24,21.126,,,
301,06/29/2022 11:28:24,21.136,,,
302,06/29/2022 11:33:24,21.179,,,
303,06/29/2022 11:38:24,21.211,,,
304,06/29/2022 11:43:24,21.233,,,
305,06/29/2022 11:48:24,21.265,,,
306,06/29/2022 11:53:24,21.276,,,
307,06/29/2022 11:58:24,21.297,,,
308,06/29/2022 12:03:24,21.297,,,
309,06/29/2022 12:08:24,21.340,,,
310,06/29/2022 12:13:24,21.362,,,
311,06/29/2022 12:18:24,21.362,,,
312,06/29/2022 12:23:24,21.351,,,
313,06/29/2022 12:28:24,21.372,,,
314,06/29/2022 12:33:24,21.362,,,
315,06/29/2022 12:38:24,21.372,,,
316,06/29/2022 12:43:24,21.394,,,
317,06/29/2022 12:48:24,21.405,,,
318,06/29/2022 12:53:24,21.394,,,
319,06/29/2022 12:58:24,21.394,,,
320,06/29/2022 13:03:24,21.405,,,
321,06/29/2022 13:08:24,21.426,,,
322,06/29/2022 13:13:24,21.415,,,
323,06/29/2022 13:18:24,21.426,,,
324,06/29/2022 13:23:24,21.426,,,
325,06/29/2022 13:28:24,21.415,,,
326,06/29/2022 13:33:24,21.437,,,
327,06/29/2022 13:38:24,21.437,,,
328,06/29/2022 13:43:24,21.447,,,
329,06/29/2022 13:48:24,21.437,,,
330,06/29/2022 13:53:24,21.458,,,
331,06/29/2022 13:58:24,21.447,,,
332,06/29/2022 14:03:24,21.458,,,
333,06/29/2022 14:08:24,21.458,,,
334,06/29/2022 14:13:24,21.469,,,
335,06/29/2022 14:18:24,21.458,,,
336,06/29/2022 14:23:24,21.501,,,
337,06/29/2022 14:28:24,21.469,,,
338,06/29/2022 14:33:24,21.490,,,
339,06/29/2022 14:38:24,21.490,,,
340,06/29/2022 14:43:24,21.490,,,
341,06/29/2022 14:48:24,21.490,,,
342,06/29/2022 14:53:24,21.533,,,
343,06/29/2022 14:58:24,21.522,,,
344,06/29/2022 15:03:24,21.501,,,
345,06/29/2022 15:08:24,21.533,,,
346,06/29/2022 15:13:24,21.533,,,
347,06/29/2022 15:18:24,21.533,,,
348,06/29/2022 15:23:24,21.533,,,
349,06/29/2022 15:28:24,21.555,,,
350,06/29/2022 15:33:24,21.555,,,
351,06/29/2022 15:38:24,21.576,,,
352,06/29/2022 15:43:24,21.565,,,
353,06/29/2022 15:48:24,21.565,,,
354,06/29/2022 15:53:24,21.555,,,
355,06/29/2022 15:58:24,21.576,,,
356,06/29/2022 16:03:24,21.555,,,
357,06/29/2022 16:08:24,21.565,,,
358,06/29/2022 16:13:24,21.565,,,
359,06/29/2022 16:18:24,21.555,,,
360,06/29/2022 16:23:24,21.555,,,
361,06/29/2022 16:28:24,21.544,,,
362,06/29/2022 16:33:24,21.544,,,
363,06/29/2022 16:38:24,21.544,,,
364,06/29/2022 16:43:24,21.555,,,
365,06/29/2022 16:48:24,21.555,,,
366,06/29/2022 16:53:24,21.522,,,
367,06/29/2022 16:58:24,21.533,,,
368,06/29/2022 17:03:24,21.512,,,
369,06/29/2022 17:08:24,21.512,,,
370,06/29/2022 17:13:24,21.533,,,
371,06/29/2022 17:18:24,21.512,,,
372,06/29/2022 17:23:24,21.533,,,
373,06/29/2022 17:28:24,21.522,,,
374,06/29/2022 17:33:24,21.544,,,
375,06/29/2022 17:38:24,21.522,,,
376,06/29/2022 17:43:24,21.544,,,
377,06/29/2022 17:48:24,21.522,,,
378,06/29/2022 17:53:24,21.501,,,
379,06/29/2022 17:58:24,21.512,,,
380,06/29/2022 18:03:24,21.512,,,
381,06/29/2022 18:08:24,21.512,,,
382,06/29/2022 18:13:24,21.533,,,
383,06/29/2022 18:18:24,21.512,,,
384,06/29/2022 18:23:24,21.512,,,
385,06/29/2022 18:28:24,21.533,,,
386,06/29/2022 18:33:24,21.512,,,
387,06/29/2022 18:38:24,21.490,,,
388,06/29/2022 18:43:24,21.501,,,
389,06/29/2022 18:48:24,21.512,,,
390,06/29/2022 18:53:24,21.501,,,
391,06/29/2022 18:58:24,21.490,,,
392,06/29/2022 19:03:24,21.490,,,
393,06/29/2022 19:08:24,21.512,,,
394,06/29/2022 19:13:24,21.490,,,
395,06/29/2022 19:18:24,21.480,,,
396,06/29/2022 19:23:24,21.490,,,
397,06/29/2022 19:28:24,21.480,,,
398,06/29/2022 19:33:24,21.490,,,
399,06/29/2022 19:38:24,21.480,,,
400,06/29/2022 19:43:24,21.490,,,
401,06/29/2022 19:48:24,21.480,,,
402,06/29/2022 19:53:24,21.480,,,
403,06/29/2022 19:58:24,21.469,,,
404,06/29/2022 20:03:24,21.480,,,
405,06/29/2022 20:08:24,21.480,,,
406,06/29/2022 20:13:24,21.458,,,
407,06/29/2022 20:18:24,21.458,,,
408,06/29/2022 20:23:24,21.469,,,
409,06/29/2022 20:28:24,21.480,,,
410,06/29/2022 20:33:24,21.447,,,
411,06/29/2022 20:38:24,21.469,,,
412,06/29/2022 20:43:24,21.469,,,
413,06/29/2022 20:48:24,21.490,,,
414,06/29/2022 20:53:24,21.469,,,
415,06/29/2022 20:58:24,21.480,,,
416,06/29/2022 21:03:24,21.469,,,
417,06/29/2022 21:08:24,21.480,,,
418,06/29/2022 21:13:24,21.469,,,
419,06/29/2022 21:18:24,21.501,,,
420,06/29/2022 21:23:24,21.480,,,
421,06/29/2022 21:28:24,21.469,,,
422,06/29/2022 21:33:24,21.469,,,
423,06/29/2022 21:38:24,21.458,,,
424,06/29/2022 21:43:24,21.480,,,
425,06/29/2022 21:48:24,21.469,,,
426,06/29/2022 21:53:24,21.480,,,
427,06/29/2022 21:58:24,21.512,,,
428,06/29/2022 22:03:24,21.522,,,
429,06/29/2022 22:08:24,21.555,,,
430,06/29/2022 22:13:24,21.587,,,
431,06/29/2022 22:18:24,21.565,,,
432,06/29/2022 22:23:24,21.587,,,
433,06/29/2022 22:28:24,21.587,,,
434,06/29/2022 22:33:24,21.587,,,
435,06/29/2022 22:38:24,21.576,,,
436,06/29/2022 22:43:24,21.587,,,
437,06/29/2022 22:48:24,21.565,,,
438,06/29/2022 22:53:24,21.555,,,
439,06/29/2022 22:58:24,21.533,,,
440,06/29/2022 23:03:24,21.555,,,
441,06/29/2022 23:08:24,21.544,,,
442,06/29/2022 23:13:24,21.544,,,
443,06/29/2022 23:18:24,21.512,,,
444,06/29/2022 23:23:24,21.490,,,
445,06/29/2022 23:28:24,21.490,,,
446,06/29/2022 23:33:24,21.501,,,
447,06/29/2022 23:38:24,21.447,,,
448,06/29/2022 23:43:24,21.447,,,
449,06/29/2022 23:48:24,21.415,,,
450,06/29/2022 23:53:24,21.415,,,
451,06/29/2022 23:58:24,21.405,,,
452,06/30/2022 00:03:24,21.383,,,
453,06/30/2022 00:08:24,21.372,,,
454,06/30/2022 00:13:24,21.372,,,
455,06/30/2022 00:18:24,21.351,,,
456,06/30/2022 00:23:24,21.329,,,
457,06/30/2022 00:28:24,21.329,,,
458,06/30/2022 00:33:24,21.319,,,
459,06/30/2022 00:38:24,21.329,,,
460,06/30/2022 00:43:24,21.308,,,
461,06/30/2022 00:48:24,21.287,,,
462,06/30/2022 00:53:24,21.287,,,
463,06/30/2022 00:58:24,21.287,,,
464,06/30/2022 01:03:24,21.276,,,
465,06/30/2022 01:08:24,21.276,,,
466,06/30/2022 01:13:24,21.265,,,
467,06/30/2022 01:18:24,21.244,,,
468,06/30/2022 01:23:24,21.254,,,
469,06/30/2022 01:28:24,21.244,,,
470,06/30/2022 01:33:24,21.222,,,
471,06/30/2022 01:38:24,21.244,,,
472,06/30/2022 01:43:24,21.244,,,
473,06/30/2022 01:48:24,21.201,,,
474,06/30/2022 01:53:24,21.201,,,
475,06/30/2022 01:58:24,21.190,,,
476,06/30/2022 02:03:24,21.201,,,
477,06/30/2022 02:08:24,21.190,,,
478,06/30/2022 02:13:24,21.169,,,
479,06/30/2022 02:18:24,21.169,,,
480,06/30/2022 02:23:24,21.158,,,
481,06/30/2022 02:28:24,21.158,,,
482,06/30/2022 02:33:24,21.158,,,
483,06/30/2022 02:38:24,21.136,,,
484,06/30/2022 02:43:24,21.147,,,
485,06/30/2022 02:48:24,21.136,,,
486,06/30/2022 02:53:24,21.126,,,
487,06/30/2022 02:58:24,21.126,,,
488,06/30/2022 03:03:24,21.126,,,
489,06/30/2022 03:08:24,21.126,,,
490,06/30/2022 03:13:24,21.104,,,
491,06/30/2022 03:18:24,21.104,,,
492,06/30/2022 03:23:24,21.093,,,
493,06/30/2022 03:28:24,21.115,,,
494,06/30/2022 03:33:24,21.115,,,
495,06/30/2022 03:38:24,21.093,,,
496,06/30/2022 03:43:24,21.093,,,
497,06/30/2022 03:48:24,21.072,,,
498,06/30/2022 03:53:24,21.083,,,
499,06/30/2022 03:58:24,21.072,,,
500,06/30/2022 04:03:24,21.083,,,
501,06/30/2022 04:08:24,21.093,,,
502,06/30/2022 04:13:24,21.093,,,
503,06/30/2022 04:18:24,21.104,,,
504,06/30/2022 04:23:24,21.104,,,
505,06/30/2022 04:28:24,21.093,,,
506,06/30/2022 04:33:24,21.093,,,
507,06/30/2022 04:38:24,21.104,,,
508,06/30/2022 04:43:24,21.104,,,
509,06/30/2022 04:48:24,21.126,,,
510,06/30/2022 04:53:24,21.115,,,
511,06/30/2022 04:58:24,21.115,,,
512,06/30/2022 05:03:24,21.136,,,
513,06/30/2022 05:08:24,21.126,,,
514,06/30/2022 05:13:24,21.126,,,
515,06/30/2022 05:18:24,21.147,,,
516,06/30/2022 05:23:24,21.115,,,
517,06/30/2022 05:28:24,21.136,,,
518,06/30/2022 05:33:24,21.158,,,
519,06/30/2022 05:38:24,21.115,,,
520,06/30/2022 05:43:24,21.126,,,
521,06/30/2022 05:48:24,21.126,,,
522,06/30/2022 05:53:24,21.126,,,
523,06/30/2022 05:58:24,21.126,,,
524,06/30/2022 06:03:24,21.115,,,
525,06/30/2022 06:08:24,21.104,,,
526,06/30/2022 06:13:24,21.126,,,
527,06/30/2022 06:18:24,21.072,,,
528,06/30/2022 06:23:24,21.093,,,
529,06/30/2022 06:28:24,21.072,,,
530,06/30/2022 06:33:24,21.051,,,
531,06/30/2022 06:38:24,21.040,,,
532,06/30/2022 06:43:24,21.018,,,
533,06/30/2022 06:48:24,20.997,,,
534,06/30/2022 06:53:24,20.986,,,
535,06/30/2022 06:58:24,20.965,,,
536,06/30/2022 07:03:24,20.943,,,
537,06/30/2022 07:08:24,20.922,,,
538,06/30/2022 07:13:24,20.890,,,
539,06/30/2022 07:18:24,20.868,,,
540,06/30/2022 07:23:24,20.836,,,
541,06/30/2022 07:28:24,20.825,,,
542,06/30/2022 07:33:24,20.782,,,
543,06/30/2022 07:38:24,20.772,,,
544,06/30/2022 07:43:24,20.740,,,
545,06/30/2022 07:48:24,20.697,,,
546,06/30/2022 07:53:24,20.675,,,
547,06/30/2022 07:58:24,20.686,,,
548,06/30/2022 08:03:24,20.707,,,
549,06/30/2022 08:08:24,20.761,,,
550,06/30/2022 08:13:24,20.793,,,
551,06/30/2022 08:18:24,20.793,,,
552,06/30/2022 08:23:24,20.729,,,
553,06/30/2022 08:28:24,20.686,,,
554,06/30/2022 08:33:24,20.600,,,
555,06/30/2022 08:38:24,20.514,,,
556,06/30/2022 08:43:24,20.418,,,
557,06/30/2022 08:48:24,20.300,,,
558,06/30/2022 08:53:24,20.203,,,
559,06/30/2022 08:58:24,20.096,,,
560,06/30/2022 09:03:24,20.000,,,
561,06/30/2022 09:08:24,19.892,,,
562,06/30/2022 09:13:24,19.828,,,
563,06/30/2022 09:18:24,19.710,,,
564,06/30/2022 09:23:24,19.656,,,
565,06/30/2022 09:28:24,19.549,,,
566,06/30/2022 09:33:24,19.495,,,
567,06/30/2022 09:38:24,19.420,,,
568,06/30/2022 09:43:24,19.377,,,
569,06/30/2022 09:48:24,19.345,,,
570,06/30/2022 09:53:24,19.324,,,
571,06/30/2022 09:58:24,19.313,,,
572,06/30/2022 10:03:24,19.506,,,
573,06/30/2022 10:08:24,19.721,,,
574,06/30/2022 10:13:24,19.989,,,
575,06/30/2022 10:18:24,20.289,,,
576,06/30/2022 10:23:24,20.557,,,
577,06/30/2022 10:28:24,20.847,,,
578,06/30/2022 10:33:24,21.190,,,
579,06/30/2022 10:38:24,21.576,,,
580,06/30/2022 10:43:24,21.994,,,
581,06/30/2022 10:48:24,22.445,,,
582,06/30/2022 10:53:24,22.906,,,
583,06/30/2022 10:58:24,23.410,,,
584,06/30/2022 11:03:24,23.861,,,
585,06/30/2022 11:08:24,24.279,,,
586,06/30/2022 11:13:24,24.719,,,
587,06/30/2022 11:18:24,25.126,,,
588,06/30/2022 11:23:24,25.587,,,
589,06/30/2022 11:28:24,25.995,,,
590,06/30/2022 11:33:24,26.402,,,
591,06/30/2022 11:38:24,26.778,,,
592,06/30/2022 11:43:24,27.110,,,
593,06/30/2022 11:48:24,27.432,,,
594,06/30/2022 11:53:24,27.668,,,
595,06/30/2022 11:58:24,27.882,,,
596,06/30/2022 12:03:24,27.754,,,
597,06/30/2022 12:08:24,27.443,,,
598,06/30/2022 12:13:24,27.110,,,
599,06/30/2022 12:18:24,26.789,,,
600,06/30/2022 12:23:24,26.531,,,
601,06/30/2022 12:28:24,26.263,,,
602,06/30/2022 12:33:24,26.070,,,
603,06/30/2022 12:38:24,25.845,,,
604,06/30/2022 12:43:24,25.619,,,
605,06/30/2022 12:48:24,25.437,,,
606,06/30/2022 12:53:24,25.266,,,
607,06/30/2022 12:58:24,25.126,,,
608,06/30/2022 13:03:24,25.030,,,
609,06/30/2022 13:08:24,24.933,,,
610,06/30/2022 13:13:24,24.901,,,
611,06/30/2022 13:18:24,24.879,,,
612,06/30/2022 13:23:24,24.922,,,
613,06/30/2022 13:28:24,24.965,,,
614,06/30/2022 13:33:24,24.976,,,
615,06/30/2022 13:38:24,25.030,,,
616,06/30/2022 13:43:24,25.094,,,
617,06/30/2022 13:48:24,25.137,,,
618,06/30/2022 13:53:24,25.169,,,
619,06/30/2022 13:58:24,25.201,,,
620,06/30/2022 14:03:24,25.190,,,
621,06/30/2022 14:08:24,25.212,,,
622,06/30/2022 14:13:24,25.212,,,
623,06/30/2022 14:18:24,25.233,,,
624,06/30/2022 14:23:24,25.233,,,
625,06/30/2022 14:28:24,25.266,,,
626,06/30/2022 14:33:24,25.308,,,
627,06/30/2022 14:38:24,25.341,,,
628,06/30/2022 14:43:24,25.362,,,
629,06/30/2022 14:48:24,25.416,,,
630,06/30/2022 14:53:24,25.459,,,
631,06/30/2022 14:58:24,25.491,,,
632,06/30/2022 15:03:24,25.534,,,
633,06/30/2022 15:08:24,25.577,,,
634,06/30/2022 15:13:24,25.630,,,
